"runnerUri","fullname","time","rank","nationality","nationalityCode","index","ageGroup","gender"
"4562567.joakim.antonsson","Joakim ANTONSSON","11:38:16",24,"Sweden","SE",,"35-39","H"
"1619719.tero.slagner","Tero SLAGNER","11:39:07",25,"Sweden","SE",,"35-39","H"
"1522639.sebastian.ljungdahl","Sebastian LJUNGDAHL","03:33:17",1,"Sweden","SE",,"20-34","H"
"1630489.jesper.lundberg","Jesper LUNDBERG","03:38:14",2,"Sweden","SE",,"20-34","H"
"1403149.markus.living","Markus LIVING","03:43:27",3,"Sweden","SE",,"20-34","H"
"2292317.fredrik.bakkman","Fredrik BAKKMAN","03:51:51",4,"Sweden","SE",,"35-39","H"
"2257665.william.englund","William ENGLUND","03:53:51",5,"Sweden","SE",,"20-34","H"
"3394489.robbin.kantarp","Robbin KANTARP","03:55:47",6,"Sweden","SE",,"35-39","H"
"676407.vegard.oie","Vegard ØIE (Vegard OIE)","03:58:32",7,"Norway","NO",,"20-34","H"
"4201693.anatole.veraibanez","Anatole VERA IBANEZ","04:09:43",8,"Sweden","SE",,"35-39","H"
"4201694.arvid.linder","Arvid LINDER","04:11:01",9,"Sweden","SE",,"20-34","H"
"3404127.ebba.ganslandt","Ebba GANSLANDT","04:11:22",10,"Sweden","SE",,"20-34","F"
"996355.andreas.lundblad","Andreas LUNDBLAD","04:15:48",11,"Sweden","SE",,"35-39","H"
"335551.andre.jonsson","Andre JONSSON","04:16:57",12,"Sweden","SE",,"35-39","H"
"691388.ida.nilsson","Ida NILSSON","04:17:50",13,"Sweden","SE",,"40-44","F"
"861389.kim.rorvik","Kim RORVIK","04:22:53",14,"Norway","NO",,"35-39","H"
"3116213.morgan.salen","Morgan SALÉN","04:22:55",15,"Sweden","SE",,"20-34","H"
"4201695.fredrik.eriksson","Fredrik ERIKSSON","04:24:02",16,"Sweden","SE",,"50-54","H"
"495832.karin.nilsson","Karin NILSSON","04:25:19",17,"Sweden","SE",,"35-39","F"
"2292319.jonathan.kandelin","Jonathan KANDELIN","04:30:32",18,"Sweden","SE",,"20-34","H"
"4201696.emilia.brangefalt","Emilia BRANGEFÄLT","04:37:30",19,"Sweden","SE",,"U20","F"
"4201697.fanny.borgstrom","Fanny BORGSTRÖM","04:39:18",20,"Sweden","SE",,"50-54","F"
"4201698.johan.hansson","Johan HANSSON","04:40:20",21,"Sweden","SE",,"20-34","H"
"4201699.tobias.wall","Tobias WALL","04:41:42",22,"Sweden","SE",,"20-34","H"
"1003683.adam.ekstedt","Adam EKSTEDT","04:44:01",23,"Sweden","SE",,"20-34","H"
"3585611.philip.arvidson","Philip ARVIDSON","04:44:11",24,"Sweden","SE",,"35-39","H"
"620384.patrik.hillerstrom","Patrik HILLERSTROM","04:44:55",25,"Sweden","SE",,"45-49","H"
"3461335.erik.ahlrot","Erik AHLROT","16:39:00",1,"Sweden","SE",,"50-54","H"
"986679.anders.ahlgren","Anders AHLGREN","19:55:00",2,"Sweden","SE",,"55-59","H"
"2576705.niklas.hegfalk","Niklas HEGFALK","23:09:00",3,"Sweden","SE",,"35-39","H"
"696345.line.kolbe","Line KOLBE","23:14:00",4,"Denmark","DK",,"40-44","F"
"4011619.axel.salomonsson","Axel SALOMONSSON","23:39:00",5,"Sweden","SE",,"20-34","H"
"4011621.stefan.burman","Stefan BURMAN",,,"Sweden","SE",,"20-34","H"
"4220928.nisse.palmgren","Nisse PALMGREN",,,"Sweden","SE",,"60-64","H"
"4220927.satu.alvekvist","Satu ALVEKVIST",,,"Sweden","SE",,"40-44","F"
"4220926.rikard.alvekvist","Rikard ALVEKVIST",,,"Sweden","SE",,"45-49","H"
"3377591.josefina.persson","Josefina PERSSON",,,"Sweden","SE",,"20-34","F"
"3638035.jenny.wallner","Jenny WALLNER",,,"Sweden","SE",,"40-44","F"
"4188628.martin.steiner","Martin STEINER",,,"Sweden","SE",,"20-34","H"
"4253326.cheekwong.sam","Chee Kwong SAM",,,"Malaysia","MY",,"50-54","H"
"3371403.marc.oliva","Marc OLIVA",,,"Spain","ES",,"20-34","H"
"1960603.daniel.romer","Daniel ROMER",,,"Sweden","SE",,"35-39","H"
"4011622.christian.thomas","Christian THOMAS",,,"Sweden","SE",,"20-34","H"
"4011620.astrid.thomas","Astrid THOMAS",,,"Sweden","SE",,"20-34","F"
"673043.jens.larsson","Jens LARSSON",,,"Sweden","SE",,"45-49","H"
"351318.claus.berthold","Claus BERTHOLD",,,"Germany","DE",,"50-54","H"
"4220929.joakim.bielecki","Joakim BIELECKI",,,"Sweden","SE",,"50-54","H"
"2986837.rasyad.binmohdyosof","Rasyad BIN MOHD YOSOF",,,"Malaysia","MY",,"20-34","H"
"508707.roman.ryapolov","Roman RYAPOLOV","04:09:44",1,"Sweden","SE",,"35-39","H"
"1634351.daniel.fagerlund","Daniel FAGERLUND","04:29:04",2,"Sweden","SE",,"20-34","H"
"234841.rasmus.persson","Rasmus PERSSON","04:57:45",3,"Sweden","SE",,"20-34","H"
"3080901.magali.mellon","Magali MELLON","05:01:18",4,"France","FR",,"20-34","F"
"4238846.tomas.zaal","Tomas ZAAL","05:09:11",5,"Sweden","SE",,"35-39","H"
"1036675.anna.stahlkloo","Anna STÅHLKLOO","05:13:40",6,"Sweden","SE",,"45-49","F"
"3184195.olle.larsson","Olle LARSSON","05:13:41",7,"Sweden","SE",,"20-34","H"
"4238847.jenny.nilsson","Jenny NILSSON","05:14:20",8,"Sweden","SE",,"20-34","F"
"1111421.robin.hillerlov","Robin HILLERLÖV","05:17:20",9,"Sweden","SE",,"35-39","H"
"3638035.jenny.wallner","Jenny WALLNER","05:17:52",10,"Sweden","SE",,"40-44","F"
"4238848.emil.kalrotsoderberg","Emil KALROT SÖDERBERG","05:18:22",11,"Sweden","SE",,"20-34","H"
"4238849.assar.jacobsson","Assar JACOBSSON","05:22:59",12,"Sweden","SE",,"35-39","H"
"4238850.bengt.leandersson","Bengt LEANDERSSON","05:29:39",13,"Sweden","SE",,"40-44","H"
"4238851.daniel.svenson","Daniel SVENSON","05:31:34",14,"Sweden","SE",,"40-44","H"
"4238852.karolina.svardhagen","Karolina SVÄRDHAGEN","05:37:49",15,"Sweden","SE",,"45-49","F"
"574260.linnea.backstrom","Linnea BÄCKSTRÖM","05:39:23",16,"Sweden","SE",,"45-49","F"
"665870.oliver.sparrings","Oliver SPARRINGS","05:45:10",17,"Sweden","SE",,"20-34","H"
"4238853.markus.syren","Markus SYRÉN","05:54:03",18,"Sweden","SE",,"20-34","H"
"4141373.lukas.nassil","Lukas NÄSSIL","06:00:35",19,"Sweden","SE",,"20-34","H"
"3377613.anders.beronius","Anders BERONIUS","06:02:24",20,"Sweden","SE",,"50-54","H"
"696795.daniel.andersson","Daniel ANDERSSON","06:10:20",21,"Sweden","SE",,"45-49","H"
"4238854.kristofer.berg","Kristofer BERG","06:12:12",22,"Sweden","SE",,"20-34","H"
"4238855.niklas.holm","Niklas HOLM","06:12:12",23,"Sweden","SE",,"20-34","H"
"1632179.fredrika.wallin","Fredrika WALLIN","06:13:16",24,"Sweden","SE",,"40-44","F"
"4238856.daniel.thomsson","Daniel THOMSSON","06:17:06",25,"Sweden","SE",,"40-44","H"
"689972.viktor.stenqvist","Viktor STENQVIST","09:48:55",1,"Sweden","SE",,"20-34","H"
"3342579.malin.barrulf","Malin BARRULF","11:36:43",2,"Sweden","SE",,"20-34","F"
"366099.anette.jonsson","Anette JONSSON","11:59:10",3,"Sweden","SE",,"40-44","F"
"1036617.daniel.bodare","Daniel BODARE","11:59:15",4,"Sweden","SE",,"40-44","H"
"532645.mathias.staf","Mathias STAF","13:28:55",5,"Sweden","SE",,"40-44","H"
"2269235.alexandra.nilsson","Alexandra NILSSON","13:48:06",6,"Sweden","SE",,"20-34","F"
"1036369.asa.bergqvist","Åsa BERGQVIST (Asa BERGQVIST)","14:03:31",7,"Sweden","SE",,"45-49","F"
"2517631.carlfredrik.lindh","Carl Fredrik LINDH","14:23:19",8,"Sweden","SE",,"40-44","H"
"4238881.josef.djerf","Josef DJERF","14:31:15",9,"Sweden","SE",,"35-39","H"
"665867.leo.raanaes","Leo RAANAES","14:36:14",10,"Sweden","SE",,"20-34","H"
"4238882.steve.day","Steve DAY","15:41:04",11,"Sweden","SE",,"40-44","H"
"4238883.daniel.severus","Daniel SEVERUS","16:32:04",12,"Sweden","SE",,"20-34","H"
"4195075.niklas.ingemarson","Niklas INGEMARSON","16:32:05",13,"Sweden","SE",,"35-39","H"
"4238884.david.zander","David ZANDER","16:53:18",14,"Sweden","SE",,"40-44","H"
"891557.pia.oconnor","Pia O'CONNOR","16:53:19",15,"Sweden","SE",,"40-44","F"
"4238885.ludvig.lind","Ludvig LIND","17:01:18",16,"Sweden","SE",,"20-34","H"
"723769.joakim.westerberg","Joakim WESTERBERG","17:28:31",17,"Sweden","SE",,"50-54","H"
"1036521.eleonor.tyllsmark","Eleonor TYLLSMARK","17:43:17",18,"Sweden","SE",,"45-49","F"
"1445159.ebba.djurberg","Ebba DJURBERG","17:45:27",19,"Sweden","SE",,"20-34","F"
"4191884.anna.grahn","Anna GRAHN","19:25:48",20,"Sweden","SE",,"45-49","F"
"4238886.krister.carlens","Krister CARLENS","19:25:50",21,"Sweden","SE",,"40-44","H"
"1779567.margaretha.josefsson","Margaretha JOSEFSSON","19:49:45",22,"Sweden","SE",,"50-54","F"
"3982811.fredrik.lindberg","Fredrik LINDBERG","20:36:02",23,"Sweden","SE",,"55-59","H"
"1619677.tommy.carlsson","Tommy CARLSSON","50:51:26",1,"Sweden","SE",,"50-54","H"
"3005621.rune.hystad","Rune HYSTAD","52:04:32",2,"Norway","NO",,"35-39","H"
"696892.oyunn.bygstad","Øyunn BYGSTAD (Oyunn BYGSTAD)",,,"Norway","NO",,"35-39","F"
"4383926.deri.thomas","Deri THOMAS","07:19:00",1,"Sweden","SE",,"45-49","H"
"45889.ken.hakata","Ken HAKATA","07:51:32",2,"Japan","JP",,"45-49","H"
"3235615.mattias.garrido","Mattias GARRIDO","08:51:29",3,"Sweden","SE",,"20-34","H"
"1016455.johan.parkvall","Johan PARKVALL","09:18:11",4,"Sweden","SE",,"45-49","H"
"4383930.amanda.renstrom","Amanda RENSTRÖM","10:49:51",5,"Sweden","SE",,"20-34","F"
"4383932.hakan.claesson","Håkan CLAESSON","11:42:05",6,"Sweden","SE",,"50-54","H"
"2222173.maria.wallanderhalen","Maria WALLANDER HALÉN","11:42:36",7,"Sweden","SE",,"40-44","F"
"4383934.nicklas.larsson","Nicklas LARSSON","11:54:21",8,"Sweden","SE",,"50-54","H"
"3982811.fredrik.lindberg","Fredrik LINDBERG","14:18:05",9,"Sweden","SE",,"55-59","H"
"3461341.lena.hammarsten","Lena HAMMARSTEN","18:12:42",10,"Sweden","SE",,"55-59","F"
"696865.stefan.lodestad","Stefan LODESTAD",,,"Sweden","SE",,"45-49","H"
"360600.joacim.martinsson","Joacim MARTINSSON",,,"Sweden","SE",,"45-49","H"
"665520.tobias.castensson","Tobias CASTENSSON",,,"Sweden","SE",,"45-49","H"
"1036691.daniel.larsson","Daniel LARSSON",,,"Sweden","SE",,"35-39","H"
"3087125.robert.hasslund","Robert HASSLUND",,,"Sweden","SE",,"45-49","H"
"1660815.kristoffer.sjoberg","Kristoffer SJOBERG","15:52:27",1,"Sweden","SE",,"20-34","H"
"828882.staffan.gereonsson","Staffan GEREONSSON","19:53:45",2,"Sweden","SE",,"55-59","H"
"1087715.mikael.nyman","Mikael NYMAN","20:16:13",3,"Sweden","SE",,"45-49","H"
"4106830.magnus.andersson","Magnus ANDERSSON","20:37:55",4,"Sweden","SE",,"20-34","H"
"533127.johan.svahn","Johan SVAHN","20:54:45",5,"Sweden","SE",,"50-54","H"
"1619769.nina.rolfsdotter","Nina ROLFSDOTTER","22:44:04",6,"Sweden","SE",,"35-39","F"
"3609443.andreas.wikstrand","Andreas WIKSTRAND","23:02:47",7,"Sweden","SE",,"45-49","H"
"4383918.philip.thor","Philip THOR","23:03:35",8,"Sweden","SE",,"40-44","H"
"1036559.elisabeth.ankarcrona","Elisabeth ANKARCRONA","23:46:05",9,"Sweden","SE",,"40-44","F"
"2236997.stefan.silfvergren","Stefan SILFVERGREN","23:48:23",10,"Sweden","SE",,"55-59","H"
"48087.stefan.even","Stefan EVEN","26:21:56",11,"Sweden","SE",,"45-49","H"
"4193361.jens.eriksson","Jens ERIKSSON","26:29:22",12,"Sweden","SE",,"50-54","H"
"4383920.annika.drakfors","Annika DRAKFORS","26:34:33",13,"Sweden","SE",,"40-44","F"
"533121.sofia.kay","Sofia KAY","26:51:26",14,"Sweden","SE",,"45-49","F"
"4200850.kim.petersen","Kim PETERSEN","26:53:35",15,"Sweden","SE",,"45-49","H"
"1364277.joakim.ahlin","Joakim AHLIN","27:32:33",16,"Sweden","SE",,"55-59","H"
"4106837.karin.strid","Karin STRID","28:50:25",17,"Sweden","SE",,"60-64","F"
"1619891.johan.nilsson","Johan NILSSON","29:24:35",18,"Sweden","SE",,"45-49","H"
"508888.jimmi.svahn","Jimmi SVAHN","29:25:45",19,"Sweden","SE",,"40-44","H"
"4106832.guido.flott","Guido FLOTT",,,"Sweden","SE",,"45-49","H"
"2154005.jakob.engebakken","Jakob ENGEBAKKEN",,,"Norway","NO",,"45-49","H"
"3087135.magnus.stavberg","Magnus STÄVBERG",,,"Sweden","SE",,"40-44","H"
"508455.marcus.davidsson","Marcus DAVIDSSON",,,"Sweden","SE",,"50-54","H"
"3116653.christopher.servadei","Christopher SERVADEI",,,"Sweden","SE",,"35-39","H"
"3190015.thibaud.rassat","Thibaud RASSAT",,,"France","FR",,"35-39","H"
"665823.mikael.hasselrot","Mikael HASSELROT","10:01:20",1,"Sweden","SE",,"45-49","H"
"4383924.erik.karlsson","Erik KARLSSON","12:08:04",2,"Sweden","SE",,"20-34","H"
"1036611.erik.anfaelt","Erik ANFAELT","05:03:02",1,"Sweden","SE",,"45-49","H"
"4180173.gerhard.kaufmann","Gerhard KAUFMANN","05:04:23",2,"Austria","AT",,"35-39","H"
"2688731.alexis.bilak","Alexis BILAK","05:19:32",3,"France","FR",,"20-34","H"
"1843293.andreas.feurst","Andreas FEURST","05:34:12",4,"Sweden","SE",,"45-49","H"
"267354.branislav.pavic","Branislav PAVIC","05:39:30",5,"Sweden","SE",,"40-44","H"
"1631879.philip.king","Philip KING","05:48:59",6,"Sweden","SE",,"45-49","H"
"4253069.robert.svensson","Robert SVENSSON","05:49:25",7,"Sweden","SE",,"35-39","H"
"696426.adam.biten","Adam BITÉN","05:56:04",8,"Sweden","SE",,"40-44","H"
"3951321.tobias.pettersson","Tobias PETTERSSON","06:01:36",9,"Sweden","SE",,"35-39","H"
"1779523.henrik.stark","Henrik STARK","06:04:59",10,"Sweden","SE",,"40-44","H"
"662038.bjorn.wigstrom","Björn WIGSTRÖM","06:05:00",11,"Sweden","SE",,"40-44","H"
"4173021.thommie.forsberg","Thommie FORSBERG","06:14:07",12,"Sweden","SE",,"35-39","H"
"1008295.kasperfloe.meilvang","Kasper Fløe MEILVANG","06:15:50",13,"Denmark","DK",,"35-39","H"
"4301506.oscar.tornebrant","Oscar TÖRNEBRANT","06:24:06",14,"Sweden","SE",,"40-44","H"
"3991423.guillaume.leray","Guillaume LE RAY","06:25:17",15,"France","FR",,"35-39","H"
"4301507.marco.studer","Marco STUDER","06:32:40",16,"Sweden","SE",,"45-49","H"
"4301508.mattias.stenstrom","Mattias STENSTROM","06:34:53",17,"Sweden","SE",,"20-34","H"
"1652063.peter.klingvall","Peter KLINGVALL","06:38:03",18,"Sweden","SE",,"50-54","H"
"1242449.kristofer.karlsson","Kristofer KARLSSON","06:38:52",19,"Sweden","SE",,"45-49","H"
"2153559.perboll.jensen","Per Boll JENSEN","06:39:17",20,"Denmark","DK",,"45-49","H"
,"Anonymous","06:39:17",20,"Denmark","DK",,"45-49","H"
"4201793.sara.rais","Sara RAIS","06:42:18",22,"Sweden","SE",,"20-34","F"
"1356499.emma.lindberg","Emma LINDBERG","06:43:06",23,"Sweden","SE",,"20-34","F"
"4301509.cedric.marmeys","Cedric MARMEYS","06:44:49",24,"Sweden","SE",,"80+","H"
"4301510.jimmy.lee","Jimmy LEE","06:45:40",25,"Sweden","SE",,"80+","H"
"1634375.stefan.ehrin","Stefan EHRIN","16:02:14",1,"Sweden","SE",,"35-39","H"
"2257665.william.englund","William ENGLUND","16:15:28",2,"Sweden","SE",,"20-34","H"
"1243141.christian.malmstrom","Christian MALMSTROM","16:55:04",3,"Sweden","SE",,"40-44","H"
"1843259.magnus.linde","Magnus LINDE","17:01:47",4,"Sweden","SE",,"40-44","H"
"1520433.anna.carlsson","Anna CARLSSON","17:28:29",5,"Sweden","SE",,"35-39","F"
"438604.erik.eng","Erik ENG","17:52:29",6,"Sweden","SE",,"40-44","H"
"936155.tomas.nordlof","Tomas NORDLÖF","17:52:31",7,"Sweden","SE",,"35-39","H"
"4301429.kenny.meijer","Kenny MEIJER","18:28:42",8,"Sweden","SE",,"35-39","H"
"1003179.johan.hartelius","Johan HARTELIUS","18:28:48",9,"Sweden","SE",,"40-44","H"
"2412617.clarens.olsson","Clarens OLSSON","18:28:49",10,"Sweden","SE",,"40-44","H"
"665723.johanna.bygdell","Johanna BYGDELL","18:59:01",11,"Sweden","SE",,"35-39","F"
"691500.andy.kaminski","Andy KAMINSKI","19:09:06",12,"United Kingdom","GB",,"40-44","H"
"1036653.tomas.brandt","Tomas BRANDT","19:11:45",13,"Sweden","SE",,"35-39","H"
"1036283.mikael.ohman","Mikael ÖHMAN (Mikael OHMAN)","19:24:39",14,"Sweden","SE",,"40-44","H"
"437968.janne.aho","Janne AHO","19:25:51",15,"Sweden","SE",,"35-39","H"
"560820.janrikard.olafsen","Jan Rikard OLAFSEN","19:26:36",16,"Norway","NO",,"45-49","H"
"4301430.andreas.johansson","Andreas JOHANSSON","19:29:36",17,"Sweden","SE",,"35-39","H"
"1719893.anders.kjemtrup","Anders KJEMTRUP","19:35:00",18,"Denmark","DK",,"20-34","H"
"1619425.jorgen.fherm","Jörgen FHERM","19:35:01",19,"Sweden","SE",,"45-49","H"
"2439805.niklas.yjord","Niklas YJORD","19:36:31",20,"Sweden","SE",,"40-44","H"
"492132.patrik.gustafssonbjorkqvist","Patrik GUSTAFSSON BJORKQVIST","19:51:42",21,"Sweden","SE",,"50-54","H"
"3188085.tobbe.stenbom","Tobbe STENBOM","19:53:35",22,"Sweden","SE",,"45-49","H"
"440531.thomas.oderud","Thomas ØDERUD (Thomas ODERUD)","19:58:42",23,"Norway","NO",,"40-44","H"
"3660595.daniel.branholm","Daniel BRANHOLM","20:35:44",24,"Sweden","SE",,"20-34","H"
"2257829.kennie.pussinen","Kennie PUSSINEN","20:37:52",25,"Sweden","SE",,"20-34","H"
"1858009.lena.trillelv","Lena TRILLELV","11:28:31",1,"Sweden","SE",,"35-39","F"
"3293825.mikael.windahl","Mikael WINDAHL","11:38:29",2,"Sweden","SE",,"45-49","H"
"4372014.john.kumlin","John KUMLIN","11:49:02",3,"Sweden","SE",,"20-34","H"
"3976283.adam.stenman","Adam STENMAN","11:50:24",4,"Sweden","SE",,"35-39","H"
"1634399.johan.ekenstierna","Johan EKENSTIERNA","11:52:30",5,"Sweden","SE",,"45-49","H"
"1245837.lisa.eneroth","Lisa ENEROTH","11:59:36",6,"Sweden","SE",,"20-34","F"
"4295684.yoshihiro.tsunoda","Yoshihiro TSUNODA","12:16:34",7,"Sweden","SE",,"20-34","H"
"4193296.ludvig.axelsson","Ludvig AXELSSON","12:52:30",8,"Sweden","SE",,"20-34","H"
"3266505.andrew.becker","Andrew BECKER","13:08:35",9,"Australia","AU",,"20-34","H"
"4372016.edvin.simmingskold","Edvin SIMMINGSKÖLD","13:12:34",10,"Sweden","SE",,"45-49","H"
"1619545.sofia.holmgard","Sofia HOLMGÅRD","13:18:27",11,"Sweden","SE",,"50-54","F"
"1861525.jesper.delgard","Jesper DELGÅRD","13:34:25",12,"Sweden","SE",,"35-39","H"
"2210707.viktor.sundling","Viktor SUNDLING","13:36:00",13,"Sweden","SE",,"35-39","H"
"692031.fredric.hallstrom","Fredric HALLSTRÖM","13:38:47",14,"Sweden","SE",,"40-44","H"
"1356047.joakim.nymberg","Joakim NYMBERG","13:49:14",15,"Sweden","SE",,"35-39","H"
"3816099.ebba.hammer","Ebba HAMMER","13:50:45",16,"Sweden","SE",,"20-34","F"
"4106829.carolina.hoij","Carolina HÖIJ","14:16:43",17,"Sweden","SE",,"45-49","F"
"438725.fredrik.persson","Fredrik PERSSON","14:18:10",18,"Sweden","SE",,"40-44","H"
"4110092.stefan.vukman","Stefan VUKMAN","15:10:36",19,"Sweden","SE",,"20-34","H"
"2986821.mattias.frick","Mattias FRICK","15:12:05",20,"Sweden","SE",,"45-49","H"
"1634653.alexandra.patriksson","Alexandra PATRIKSSON","15:13:06",21,"Sweden","SE",,"40-44","F"
"1960435.johan.dahlgren","Johan DAHLGREN","15:21:34",22,"Sweden","SE",,"20-34","H"
"1769725.andreas.stahre","Andreas STAHRE","15:28:06",23,"Sweden","SE",,"40-44","H"
"4372018.daniel.stahre","Daniel STAHRE","15:29:43",24,"Sweden","SE",,"35-39","H"
"1036743.annika.johanson","Annika JOHANSON","15:47:58",25,"Sweden","SE",,"50-54","F"
"1616141.patrick.stangbye","Patrick STANGBYE","07:46:21",1,"Norway","NO",,"20-34","H"
"4292391.sindre.buraas","Sindre BURAAS","07:48:16",2,"Norway","NO",,"20-34","H"
"831586.dennis.kallerteg","Dennis KALLERTEG","08:08:31",3,"Sweden","SE",,"20-34","H"
"234841.rasmus.persson","Rasmus PERSSON","08:27:22",4,"Sweden","SE",,"20-34","H"
"1110245.sami.vaihoja","Sami VAIHOJA","08:27:22",4,"Sweden","SE",,"35-39","H"
"1454165.erik.lindkvist","Erik LINDKVIST","08:44:45",6,"Sweden","SE",,"35-39","H"
"4292392.pontus.dymen","Pontus DYMÉN","08:54:17",7,"Sweden","SE",,"20-34","H"
"1242815.ulf.johansson","Ulf JOHANSSON","09:05:24",8,"Sweden","SE",,"40-44","H"
"771314.karlfredrik.andersson","Karl-Fredrik ANDERSSON","09:16:37",9,"Sweden","SE",,"40-44","H"
"3080901.magali.mellon","Magali MELLON","09:19:21",10,"France","FR",,"20-34","F"
"2576543.richard.house","Richard HOUSE","09:35:06",11,"United Kingdom","GB",,"35-39","H"
"1135819.sofie.stromberg","Sofie STROMBERG","09:50:49",12,"Sweden","SE",,"40-44","F"
"4292393.jakob.imberg","Jakob IMBERG","10:00:20",13,"Sweden","SE",,"20-34","H"
"4292394.linnea.smalstrom","Linnea SMALSTRÖM","10:02:19",14,"Sweden","SE",,"20-34","F"
"2576549.niklas.blomquist","Niklas BLOMQUIST","10:05:24",15,"Sweden","SE",,"40-44","H"
"911697.mattias.kristensson","Mattias KRISTENSSON","10:15:01",16,"Sweden","SE",,"35-39","H"
,"Anonymous","10:19:34",17,"Sweden","SE",,"40-44","H"
"492295.patrik.rung","Patrik RUNG","10:27:02",18,"Sweden","SE",,"40-44","H"
"4292395.klas.johnsson","Klas JOHNSSON","10:27:02",18,"Sweden","SE",,"35-39","H"
"3322419.amer.nezirovic","Amer NEZIROVIC","10:46:34",20,"Sweden","SE",,"40-44","H"
"811480.cihan.artblom","Cihan ARTBLOM","10:47:05",21,"Sweden","SE",,"20-34","H"
"4292396.mikael.svensson","Mikael SVENSSON","10:49:18",22,"Sweden","SE",,"50-54","H"
"492161.henrik.junkell","Henrik JUNKELL","10:49:19",23,"Sweden","SE",,"45-49","H"
"1135863.markus.wallgren","Markus WALLGREN","11:01:21",24,"Sweden","SE",,"45-49","H"
"608840.gert.magnusson","Gert MAGNUSSON","11:27:18",25,"Sweden","SE",,"50-54","H"
"533020.thomas.estrin","Thomas ESTRIN","18:07:54",1,"Sweden","SE",,"40-44","H"
"37046.sandra.lundqvist","Sandra LUNDQVIST","18:25:21",2,"Sweden","SE",,"45-49","F"
"37056.jonas.waengberg","Jonas WAENGBERG","19:30:39",3,"Sweden","SE",,"50-54","H"
"608843.sussi.lorinder","Sussi LORINDER","19:30:40",4,"Sweden","SE",,"50-54","F"
"508777.anders.noren","Anders NOREN","20:29:05",5,"Sweden","SE",,"50-54","H"
"3188085.tobbe.stenbom","Tobbe STENBOM",,,"Sweden","SE",,"45-49","H"
"360912.johan.lantz","Johan LANTZ","05:33:39",1,"Sweden","SE",,"20-34","H"
"1036169.fredrik.tedborn","Fredrik TEDBORN","05:53:37",2,"Sweden","SE",,"55-59","H"
"1036283.mikael.ohman","Mikael ÖHMAN (Mikael OHMAN)","06:30:58",3,"Sweden","SE",,"40-44","H"
"3789527.carl.lidblad","Carl LIDBLAD","07:05:11",4,"Sweden","SE",,"40-44","H"
"4106829.carolina.hoij","Carolina HÖIJ","07:14:17",5,"Sweden","SE",,"45-49","F"
"4373588.johan.rosengren","Johan ROSENGREN","07:15:41",6,"Sweden","SE",,"50-54","H"
"438648.madeleine.wennberg","Madeleine WENNBERG","07:27:55",7,"Sweden","SE",,"35-39","F"
"4201789.stefan.norlin","Stefan NORLIN","07:39:48",8,"Sweden","SE",,"50-54","H"
"4238887.david.wahlund","David WAHLUND","07:51:26",9,"Sweden","SE",,"40-44","H"
"4373590.erik.rankin","Erik RANKIN","07:51:30",10,"Sweden","SE",,"40-44","H"
"4373592.krzychu.michalski","Krzychu MICHALSKI","08:03:10",11,"Poland","PL",,"45-49","H"
"2271461.elias.lindberg","Elias LINDBERG","08:08:17",12,"Sweden","SE",,"35-39","H"
"37044.anna.grundahl","Anna GRUNDAHL","08:16:04",13,"Sweden","SE",,"45-49","F"
"532624.dan.valitalo","Dan VÄLITALO","08:16:06",14,"Sweden","SE",,"50-54","H"
"1652217.niklas.lofgren","Niklas LÖFGREN","08:22:11",15,"Sweden","SE",,"35-39","H"
"4301616.timo.isaksson","Timo ISAKSSON","08:24:29",16,"Sweden","SE",,"20-34","H"
"3404165.kristian.ridefelt","Kristian RIDEFELT","08:25:45",17,"Sweden","SE",,"40-44","H"
"4373594.axel.ahnlund","Axel AHNLUND","09:03:55",18,"Sweden","SE",,"40-44","H"
"4373596.henning.alesund","Henning ALESUND","09:04:02",19,"Sweden","SE",,"20-34","H"
"4373598.lina.wennersten-gradert","Lina WENNERSTEN GRADERT","09:16:37",20,"Sweden","SE",,"45-49","F"
